City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,uliastay,47.7417,96.8444,12.58,78,81,6.29,MN,1710194587
365,hirara,24.8,125.2833,64.26,82,75,26.46,JP,1710194587
366,macenta,8.5435,-9.471,72.61,90,100,3.62,GN,1710194587
367,al khums,32.6486,14.2619,59.95,79,0,1.92,LY,1710194587
368,rio grande,-32.035,-52.0986,74.95,72,88,14.18,BR,1710194588
369,mount isa,-20.7333,139.5,76.77,61,6,6.91,AU,1710194588
370,anadia,-9.6844,-36.3042,80.58,76,99,9.4,BR,1710194588
371,palmer,42.1584,-72.3287,44.85,37,25,8.99,US,1710194435
372,coari,-4.085,-63.1414,83.57,83,99,2.51,BR,1710194588
373,key west,24.5557,-81.7826,80.6,64,20,17.27,US,1710194588
374,namibe,-15.1961,12.1522,75.38,78,95,6.89,AO,1710194460
375,isla del bosque,22.7333,-105.85,77.79,48,74,10.04,MX,1710194589
376,mount gambier,-37.8333,140.7667,64.17,87,100,11.07,AU,1710194486
377,ndende,-2.4008,11.3581,76.98,93,63,2.55,GA,1710194589
378,coquimbo,-29.9533,-71.3436,65.93,72,20,13.8,CL,1710194398
379,cadale,2.7603,46.3222,81.75,82,48,11.48,SO,1710194589
380,playa del ingles,27.7567,-15.5787,65.39,72,81,5.91,ES,1710194589
381,poronaysk,49.2167,143.1167,18.05,94,100,0.92,RU,1710194589
382,kasempa,-13.4584,25.8338,64.9,95,55,4.83,ZM,1710194590
383,urengoy,65.9667,78.3667,-17.84,100,95,2.42,RU,1710194590
384,callao,-12.0667,-77.15,77.29,65,0,12.66,PE,1710194355
385,margate,51.3813,1.3862,44.87,86,98,3.0,GB,1710194590
386,tarfaya,27.9358,-12.9218,63.05,71,49,14.03,MA,1710194590
387,dryden,49.7833,-92.7503,43.16,87,87,2.35,CA,1710194590
388,sao jose da coroa grande,-8.8978,-35.1478,83.14,79,36,11.72,BR,1710194591
389,totness,5.8833,-56.3167,80.8,77,14,8.93,SR,1710194591
390,crane,31.3974,-102.3501,72.99,22,59,11.65,US,1710194591
391,tomatlan,19.9333,-105.25,85.44,39,89,8.01,MX,1710194591
392,tamanrasset,22.785,5.5228,62.51,10,0,0.0,DZ,1710194591
393,acapulco de juarez,16.8634,-99.8901,89.15,43,0,6.87,MX,1710194461
394,port-vila,-17.7338,168.3219,83.16,80,77,9.66,VU,1710194552
395,waingapu,-9.6567,120.2641,78.39,88,100,11.41,ID,1710194592
396,chos malal,-37.3781,-70.2709,79.29,10,20,19.3,AR,1710194592
397,vilyuysk,63.7553,121.6247,10.99,95,100,11.01,RU,1710194422
398,lyantor,61.6195,72.1555,-7.78,99,97,3.11,RU,1710194592
399,gamay,12.3854,125.2979,74.93,90,88,6.02,PH,1710194592
400,san carlos de bariloche,-41.1456,-71.3082,63.91,38,1,13.04,AR,1710194578
401,nadi,-17.8,177.4167,78.8,89,100,3.44,FJ,1710194593
402,xining,36.6167,101.7667,32.88,44,100,2.39,CN,1710194593
403,tete,-16.1564,33.5867,79.34,74,98,3.09,MZ,1710194593
404,fort bragg,35.139,-79.006,62.74,20,0,12.66,US,1710194593
405,remire-montjoly,4.9167,-52.2667,82.44,78,0,6.91,GF,1710194435
406,quellon,-43.1167,-73.6167,55.42,91,100,13.87,CL,1710194534
407,illizi,26.4833,8.4667,66.99,20,0,3.85,DZ,1710194594
408,port augusta,-32.5,137.7667,83.73,22,34,4.27,AU,1710194482
409,pavlodar,52.3,76.95,13.8,92,0,4.47,KZ,1710194415
410,qarazhal,48.0078,70.7903,26.69,92,100,4.5,KZ,1710194594
411,tacuarembo,-31.7333,-55.9833,80.31,44,51,7.65,UY,1710194591
412,long beach,33.767,-118.1892,69.96,67,0,12.66,US,1710194594
413,nadym,65.5333,72.5167,-22.11,100,97,3.65,RU,1710194594
414,ambatofinandrahana,-20.55,46.8,61.32,96,100,4.09,MG,1710194595
415,inari,68.906,27.0288,25.0,97,41,4.45,FI,1710194595
416,sidi bennour,32.6524,-8.4277,51.82,86,0,11.16,MA,1710194595
417,qusmuryn,52.4503,64.6311,-2.47,100,76,6.02,KZ,1710194416
418,ormara,25.2088,64.6357,72.75,77,0,12.53,PK,1710194595
419,siem reap,13.5,104.0,78.48,67,20,4.25,KH,1710194458
420,diffa,13.3154,12.6113,86.34,19,93,9.28,NE,1710194596
421,nakhon thai,17.1006,100.8374,78.64,62,40,1.54,TH,1710194596
422,shush,32.1942,48.2436,55.15,71,45,8.5,IR,1710194596
423,flying fish cove,-10.4217,105.6791,78.48,83,100,18.41,CX,1710194596
424,pandan,14.0453,124.1694,76.75,82,86,9.82,PH,1710194596
425,muroto-misakicho,33.2833,134.15,60.12,92,100,33.15,JP,1710194596
426,uvira,-3.4067,29.1458,73.38,91,85,2.93,CD,1710194458
427,cidreira,-30.1811,-50.2056,72.57,76,22,12.28,BR,1710194597
428,kangding,30.0513,101.9603,39.47,86,89,2.98,CN,1710194597
429,inhambane,-23.865,35.3833,78.85,82,100,19.84,MZ,1710194342
430,birzebbuga,35.8258,14.5269,57.88,88,20,9.22,MT,1710194597
431,frydlant nad ostravici,49.5928,18.3597,49.8,93,100,3.27,CZ,1710194594
432,da nang,16.0678,108.2208,71.58,78,40,3.44,VN,1710194576
433,qinzhou,21.95,108.6167,62.33,81,0,3.8,CN,1710194598
434,el porvenir,13.7617,-87.3458,90.73,20,0,13.04,HN,1710194598
435,jining,35.405,116.5814,40.35,46,10,7.34,CN,1710194598
436,dudinka,69.4058,86.1778,-19.32,100,99,4.0,RU,1710194598
437,puerto baquerizo moreno,-0.9,-89.6,81.59,89,75,6.91,EC,1710194598
438,imperial,33.0334,-115.4175,80.82,14,100,6.8,US,1710194598
439,paracale,14.2804,122.7881,74.95,91,100,4.99,PH,1710194599
440,devoto,-31.4043,-62.3063,89.96,61,84,8.52,AR,1710194599
441,launceston,-41.45,147.1667,73.15,78,40,8.05,AU,1710194599
442,lerwick,60.1545,-1.1494,41.0,92,100,17.78,GB,1710194599
443,zaozersk,69.4005,32.4476,29.75,88,100,15.68,RU,1710194599
444,al bardiyah,31.7561,25.0865,61.56,71,0,10.31,LY,1710194599
445,san antonio de pale,-1.4014,5.6325,84.24,75,37,4.52,GQ,1710194600
446,dhidhdhoo,6.8833,73.1,82.56,72,41,4.85,MV,1710194600
447,mohyliv-podilskyi,48.446,27.7982,42.13,71,100,19.98,UA,1710194600
448,usogorsk,63.4106,48.6872,7.66,98,94,3.15,RU,1710194600
449,ifon,6.9241,5.776,76.23,86,100,3.24,NG,1710194600
450,talcahuano,-36.7167,-73.1167,58.46,83,44,11.77,CL,1710194600
451,dogondoutchi,13.6393,4.0287,89.55,12,45,9.75,NE,1710194601
452,williams lake,52.1415,-122.1445,44.06,45,98,10.0,CA,1710194601
453,nellore,14.4333,79.9667,73.49,90,13,7.45,IN,1710194601
454,west valley,46.5921,-120.6051,51.51,59,100,11.01,US,1710194601
455,brisas barra de suchiate,14.55,-92.2167,89.78,61,0,11.32,MX,1710194601
456,cao bang,22.6667,106.25,59.72,88,20,1.52,VN,1710194601
457,talnakh,69.4865,88.3972,-15.45,98,100,5.44,RU,1710194601
458,nyagan,62.1406,65.3936,1.29,98,100,2.75,RU,1710194602
459,nabire,-3.3667,135.4833,74.91,91,100,2.57,ID,1710194463
460,miri,4.4148,114.0089,78.21,88,84,4.79,MY,1710194529
461,gadzhiyevo,69.2551,33.3362,29.73,89,100,15.97,RU,1710194490
462,arjawinangun,-6.6453,108.4103,76.37,92,77,9.55,ID,1710194602
463,nguigmi,14.2495,13.1092,84.99,19,24,12.01,NE,1710194602
464,kurara,25.9833,79.9833,71.74,26,0,2.39,IN,1710194602
465,berezovyy,51.6667,135.7,6.87,91,76,3.53,RU,1710194603
466,borujen,31.9652,51.2873,30.99,91,62,4.63,IR,1710194603
467,morehead city,34.7229,-76.726,61.03,32,0,17.27,US,1710194603
468,pedro juan caballero,-22.5472,-55.7333,88.39,35,99,5.64,PY,1710194603
469,vila do maio,15.1333,-23.2167,72.39,73,81,13.4,CV,1710194603
470,tocache,-8.1842,-76.5125,84.06,76,96,3.62,PE,1710194604
471,hazaribagh,23.9833,85.35,65.77,28,0,6.15,IN,1710194604
472,luau,-10.7073,22.2247,66.67,97,90,1.79,AO,1710194604
473,xincheng,33.6333,115.1833,43.81,56,3,8.57,CN,1710194604
474,porbandar,21.6422,69.6093,73.51,76,0,10.38,IN,1710194604
475,kostinbrod,42.8167,23.2167,50.56,82,100,3.29,BG,1710194604
476,thunder bay,48.4001,-89.3168,50.13,46,31,3.18,CA,1710194604
477,olney,39.1532,-77.0669,55.42,28,0,13.8,US,1710194456
478,kuala terengganu,5.3302,103.1408,76.41,83,83,1.99,MY,1710194605
479,aracuai,-16.8497,-42.0703,82.96,64,89,2.55,BR,1710194605
480,acucena,-19.0731,-42.5464,74.16,94,85,2.39,BR,1710194605
481,salekhard,66.53,66.6019,-26.9,99,67,3.31,RU,1710194589
482,lata,40.1629,-8.3327,49.08,95,5,1.14,PT,1710194605
483,afif,23.9065,42.9172,62.15,22,0,17.07,SA,1710194605
484,embarcacion,-23.209,-64.096,93.22,66,27,4.88,AR,1710194527
485,nueva gerona,21.8833,-82.8,82.71,58,3,5.77,CU,1710194606
486,grantsville,40.5999,-112.4644,55.54,53,100,16.11,US,1710194606
487,ambovombe,-25.1667,46.0833,75.9,88,99,5.48,MG,1710194606
488,taltal,-25.4,-70.4833,71.62,73,21,7.47,CL,1710194606
489,touros,-5.1989,-35.4608,81.43,83,51,9.33,BR,1710194606
490,newborough,52.6389,-0.2233,44.44,92,100,4.61,GB,1710194606
491,crescent city,41.756,-124.2018,49.48,91,100,20.71,US,1710194607
492,la sarre,48.8002,-79.1996,29.34,82,92,6.98,CA,1710194607
493,dakhla,23.6848,-15.958,63.16,82,100,15.61,EH,1710194607
494,sarandi grande,-33.7333,-56.3333,71.2,79,100,9.08,UY,1710194607
495,tralee,52.2704,-9.7026,49.6,97,100,9.71,IE,1710194492
496,minas de marcona,-15.2119,-75.1103,69.01,72,85,16.08,PE,1710194607
497,marquette,46.5333,-87.6335,49.44,38,1,4.0,US,1710194607
498,silute,55.3489,21.4831,37.51,61,100,13.91,LT,1710194484
499,alpine,32.835,-116.7664,63.9,58,40,11.5,US,1710194608
500,saint-joseph,-21.3667,55.6167,77.38,81,30,3.29,RE,1710194406
501,ca mau,9.1769,105.15,79.25,73,26,8.39,VN,1710194576
502,tuburan,6.6439,122.2736,79.39,71,80,4.65,PH,1710194608
503,kirensk,57.7853,108.1119,17.96,96,96,5.01,RU,1710194608
504,xocali,39.913,46.7903,39.76,92,97,3.67,AZ,1710194609
505,martil,35.6166,-5.2752,53.69,75,1,7.74,MA,1710194609
506,kisangani,0.5167,25.2,69.96,99,100,2.62,CD,1710194609
507,kamina,-8.7386,24.9906,66.22,98,100,3.94,CD,1710194609
508,vadso,70.0744,29.7487,35.76,87,75,16.11,NO,1710194609
509,oranjemund,-28.55,16.4333,62.76,94,2,8.43,NA,1710194424
510,balve,51.3333,7.8667,45.09,97,100,8.28,DE,1710194468
511,talakan,50.3167,130.3667,-10.46,100,59,2.33,RU,1710194328
512,zhezqazghan,47.7833,67.7667,20.73,92,100,5.77,KZ,1710194610
513,hinton,53.4001,-117.5857,41.07,68,36,2.37,CA,1710194610
514,aberdeen,57.1437,-2.0981,41.49,95,100,6.91,GB,1710194319
515,nantucket,41.2835,-70.0995,43.09,52,0,24.16,US,1710194610
516,oltinko'l,40.8011,72.1634,52.38,53,100,4.07,UZ,1710194611
517,sinan,34.8262,126.1086,45.82,86,51,7.18,KR,1710194611
518,mana,5.6592,-53.7767,81.61,77,49,9.73,GF,1710194611
519,mermoz boabab,14.7065,-17.4758,70.36,80,25,15.5,SN,1710194611
520,katsuren-haebaru,26.3369,127.8719,68.77,81,75,19.57,JP,1710194611
521,saint-pierre,-21.3393,55.4781,78.48,78,100,4.61,RE,1710194413
522,qui nhon,13.7667,109.2333,71.04,92,81,3.2,VN,1710194443
523,inirida,3.8653,-67.9239,81.75,79,100,2.28,CO,1710194612
524,vetluga,57.8557,45.781,29.37,91,99,7.45,RU,1710194612
525,gracemere,-23.4333,150.45,73.31,78,100,4.61,AU,1710194612
526,charters towers,-20.1,146.2667,71.78,77,1,13.4,AU,1710194612
527,bikenibeu village,1.3673,173.1241,85.96,84,75,12.66,KI,1710194612
528,mendi,-6.1761,143.6513,60.46,97,100,1.9,PG,1710194613
529,khandyga,62.6667,135.6,-30.8,100,79,3.04,RU,1710194613
530,usinsk,65.9939,57.5281,-14.93,100,91,5.01,RU,1710194613
531,nazyvayevsk,55.5698,71.3529,0.27,100,79,6.44,RU,1710194613
532,gaspe,48.8334,-64.4819,32.22,93,100,13.8,CA,1710194432
533,sona,45.4388,10.8255,50.25,93,0,3.44,IT,1710194614
534,huron,41.1501,-82.5499,52.97,49,0,15.3,US,1710194614
535,baganga,7.5739,126.56,77.65,83,83,7.34,PH,1710194614
536,ifrane,33.3333,-5.25,42.71,65,0,3.8,MA,1710194614
537,pyt-yakh,60.7499,72.8582,1.47,98,99,3.69,RU,1710194614
538,moab,38.5733,-109.5498,63.61,21,99,20.02,US,1710194614
539,hasaki,35.7333,140.8333,45.0,59,100,23.38,JP,1710194614
540,bandarbeyla,9.4942,50.8122,79.48,78,15,8.14,SO,1710194615
541,genhe,50.7833,121.5167,0.3,100,100,1.52,CN,1710194615
542,alta,69.9689,23.2717,29.46,83,40,2.3,NO,1710194615
543,gisborne,-38.6533,178.0042,63.84,80,69,6.06,NZ,1710194615
544,san julian,21.0167,-102.1667,81.73,10,30,13.04,MX,1710194615
545,lichinga,-13.3128,35.2406,63.18,97,96,3.91,MZ,1710194615
546,east end,34.5507,-92.341,69.13,34,82,1.99,US,1710194616
547,tinajo,29.0788,-13.7081,61.68,63,20,8.05,ES,1710194616
548,sinabang,2.4803,96.3801,80.46,80,17,4.09,ID,1710194616
549,anloga,5.7947,0.8973,82.89,85,46,12.26,GH,1710194616
550,havre,49.5833,0.3333,47.97,87,0,9.22,FR,1710194557
551,kyabe,9.4515,18.9449,90.34,9,78,4.25,TD,1710194616
552,ghadamis,30.1337,9.5007,62.78,27,57,10.69,LY,1710194617
553,igrim,63.1906,64.4162,-7.62,100,94,2.68,RU,1710194345
554,yuzhno-kurilsk,44.0306,145.8556,31.37,65,94,3.31,RU,1710194617
555,west bay,19.3667,-81.4167,85.05,72,20,9.22,KY,1710194617
556,lensk,60.7253,114.9278,21.56,83,99,14.88,RU,1710194617
557,sosnovo-ozerskoye,52.5249,111.5418,12.04,95,95,6.08,RU,1710194617
558,gaillimh,53.2719,-9.0489,46.83,93,100,17.52,IE,1710194557
559,geraldton,-28.7667,114.6,73.81,78,1,9.22,AU,1710194618
560,el bauga,18.262,33.9081,83.21,11,6,9.91,SD,1710194618
561,northam,51.0333,-4.2167,46.65,93,100,7.85,GB,1710194467
562,kapustin yar,48.5831,45.7372,24.35,70,3,7.87,RU,1710194618
563,huayin,34.5675,110.0921,47.23,28,7,1.7,CN,1710194618
564,aritao,16.2979,121.0345,68.11,94,100,1.23,PH,1710194618
565,arno,60.1167,18.6333,31.78,86,22,6.35,SE,1710194618
566,makushino,55.2103,67.2442,5.27,97,88,5.44,RU,1710194619
567,anse royale,-4.7333,55.5167,80.71,77,41,2.15,SC,1710194619
568,papao,-17.75,-149.55,87.48,77,96,3.76,PF,1710194619
569,labasa,-16.4167,179.3833,78.24,90,100,3.36,FJ,1710194619
570,cooma,-36.2333,149.1333,70.83,41,9,2.21,AU,1710194619
571,dapa,9.7594,126.0531,78.31,85,69,9.17,PH,1710194620
572,sabang,5.8933,95.3214,82.13,71,22,8.59,ID,1710194567
573,bodo,67.28,14.405,26.64,83,0,5.75,NO,1710194527
574,gavrilov-yam,57.3018,39.8533,31.95,91,99,10.65,RU,1710194620
575,daru,-9.0763,143.2092,78.22,92,100,10.36,PG,1710194620
576,cooper's town,26.8667,-77.5167,70.63,65,3,17.58,BS,1710194620
577,panaba,21.2833,-88.2667,79.47,65,94,14.65,MX,1710194620
578,boden,65.8252,21.6886,14.0,100,95,0.4,SE,1710194621
579,tagaw-bay,35.6994,66.0616,38.41,62,24,9.93,AF,1710194621
580,nikolayevsk-on-amure,53.1406,140.73,0.45,98,73,2.66,RU,1710194621
581,kilindoni,-7.9139,39.6668,83.75,68,14,9.64,TZ,1710194621
582,jiwani,25.05,61.7417,72.25,69,0,8.66,PK,1710194621
583,rimouski,48.4488,-68.524,30.38,99,100,16.15,CA,1710194492
584,kapa'a,22.0752,-159.319,78.78,80,75,14.97,US,1710194621
585,lalibela,12.0333,39.0333,64.81,62,83,3.22,ET,1710194622
586,amungan,15.3652,119.9582,77.34,72,100,3.38,PH,1710194622
587,salinas,36.6777,-121.6555,63.81,74,75,14.97,US,1710194622
588,fuyu,45.1833,124.8167,25.5,55,7,6.26,CN,1710194622
589,sisimiut,66.9395,-53.6735,8.83,90,36,8.3,GL,1710194623
590,rabo de peixe,37.8,-25.5833,63.99,99,75,21.85,PT,1710194491
591,mount darwin,-16.7725,31.5838,69.3,84,62,2.48,ZW,1710194623
592,rongelap,11.1635,166.8941,79.92,83,99,21.52,MH,1710194470
593,fada,9.5667,8.3,80.47,46,99,1.01,NG,1710194623
594,victoria falls,-17.9235,25.843,72.54,45,1,4.97,ZW,1710194595
595,ciudad sabinas hidalgo,26.5,-100.1667,76.32,47,50,13.2,MX,1710194623
596,nago,26.5881,127.9761,68.85,81,100,21.77,JP,1710194624
597,aroma,15.8167,36.1333,81.59,33,37,10.4,SD,1710194624
598,prince albert,53.2001,-105.7677,34.05,99,52,4.18,CA,1710194624
599,borodulikha,50.7184,80.9295,26.56,98,99,3.69,KZ,1710194624
600,el calafate,-50.3408,-72.2768,48.99,69,72,6.64,AR,1710194592
601,seaside,36.6111,-121.8516,60.66,74,40,9.22,US,1710194624
602,dayr mawas,27.6418,30.8466,63.75,27,0,7.99,EG,1710194624
603,babayevo,59.3936,35.9371,24.53,96,61,5.68,RU,1710194625
604,temiskaming shores,47.4938,-79.7153,35.13,74,92,5.97,CA,1710194625
605,labytnangi,66.6572,66.4183,-22.4,96,70,3.2,RU,1710194625
